2,9837.5,3860.2
2,4211.8789,10735.168
2,7660.271,3982.0063
2,7220.6538,9116.3428
2,10153.5,12026.8
2,12010.7,12637.2
2,4871.19,10176.2
2,4811.56,9603.77
2,6365.7402,7795.3501
2,6366.01,2774.14
2,11279.154,4296.0205
2,13307,3231.95
2,10587.8,2188.25
2,6886.53,11437.1
2,12158.4,9737.48
3,9837.5,3860.2
3,4211.8789,10735.168
3,7660.271,3982.0063
3,7220.6538,9116.3428
3,10153.5,12026.8
3,12010.7,12637.2
3,4871.19,10176.2
3,4811.56,9603.77
3,7209.86,6984.74
3,11162.7,2509.88
3,6365.7402,7795.3501
3,6366.01,2774.14
3,11279.154,4296.0205
3,10587.8,2188.25
3,6886.53,11437.1
3,13614.3,3170.86
3,11801.5,3184.63
3,12158.4,9737.48
4,9837.5,3860.2
4,4211.8789,10735.168
4,7660.271,3982.0063
4,7220.6538,9116.3428
4,10153.5,12026.8
4,4811.56,9603.77
4,6365.7402,7795.3501
4,6366.01,2774.14
4,13307,3231.95
4,10587.8,2188.25
4,6886.53,11437.1
4,13614.3,3170.86
4,6887.07,11436.8
